1484358446.0,1218,[2,9],2
1484362512.0,1219,[2,4],4
1484363040.0,1220,[7,1],3
1484364690.0,1221,[4,3],3
1484365498.0,1222,[5,9],4
1484369622.0,1223,[4,5],2
1484372374.0,1224,[6,7],4
1484373498.0,1225,[3,7],2
1484373781.0,1226,[3,4],1
1484376864.0,1227,[7,2],3
1484379474.0,1228,[7,3],2
1484379621.0,1229,[4,8],3
1484383488.0,1230,[9,7],2
1484386182.0,1231,[2,1],3
1484387835.0,1232,[1,6],3
1484390145.0,1233,[8,4],2
1484394318.0,1234,[1,4],2
1484395371.0,1235,[6,2],2
1484399870.0,1236,[3,6],4
1484401051.0,1237,[4,3],3
1484405528.0,1238,[3,3],1
1484409626.0,1239,[9,1],4
1484413821.0,1240,[7,5],1
1484416340.0,1241,[3,9],4
1484417456.0,1242,[2,6],2
1484421941.0,1243,[8,9],4
1484422293.0,1244,[2,3],2
1484423983.0,1245,[5,8],3
1484426305.0,1246,[8,6],4
1484429316.0,1247,[1,1],4
1484431760.0,1248,[1,3],2
1484434316.0,1249,[3,7],1
1484435949.0,1250,[8,7],3
1484437727.0,1251,[6,5],2
1484441566.0,1252,[7,6],2
1484443252.0,1253,[7,8],4
1484445947.0,1254,[8,9],3
1484446721.0,1255,[2,9],3
1484449360.0,1256,[7,4],2
1484450197.0,1257,[9,5],3
1484453024.0,1258,[3,2],1
1484455723.0,1259,[4,1],3
1484458498.0,1260,[3,4],1
1484461098.0,1261,[3,9],2
1484463551.0,1262,[7,8],3
1484464797.0,1263,[1,5],4
1484469035.0,1264,[9,6],4
1484470301.0,1265,[9,2],4
1484471135.0,1266,[6,7],2
1484474071.0,1267,[7,2],4
1484475513.0,1268,[3,8],3
1484475513.0,1269,[1,4],1
1484478430.0,1270,[5,8],3
1484479553.0,1271,[3,9],3
1484482692.0,1272,[2,1],3
1484484288.0,1273,[3,5],4
1484485521.0,1274,[2,3],2
1484486169.0,1275,[5,4],2
1484490470.0,1276,[5,6],1
1484493253.0,1277,[8,5],3
1484494847.0,1278,[4,2],2
1484496473.0,1279,[9,4],1
1484499117.0,1280,[2,7],3
1484501634.0,1281,[9,4],1
1484505503.0,1282,[9,9],3
1484507964.0,1283,[6,2],4
1484510799.0,1284,[8,4],1
1484511190.0,1285,[6,4],2
1484515676.0,1286,[8,9],3
1484518756.0,1287,[8,3],4
1484523217.0,1288,[3,4],2
1484524832.0,1289,[4,8],3
1484528034.0,1290,[2,3],1
1484530242.0,1291,[1,6],1
1484531135.0,1292,[1,4],1
1484531547.0,1293,[5,5],4
1484534915.0,1294,[5,7],4
1484535720.0,1295,[7,8],1
1484535733.0,1296,[3,4],4
1484536543.0,1297,[3,2],2
1484537293.0,1298,[7,8],1
1484541297.0,1299,[7,3],3
1484545713.0,1300,[8,8],3
1484549955.0,1301,[6,2],4
1484550981.0,1302,[4,6],3
1484551008.0,1303,[8,3],3
1484553716.0,1304,[4,3],2
1484557161.0,1305,[9,3],3
1484560445.0,1306,[9,1],1
1484561441.0,1307,[4,7],1
1484562901.0,1308,[9,4],3
1484563510.0,1309,[3,9],1
1484565101.0,1310,[9,9],2
1484566391.0,1311,[7,5],1
1484567940.0,1312,[6,3],1
1484568427.0,1313,[1,7],3
1484571622.0,1314,[6,8],3
1484574745.0,1315,[8,3],4
1484577807.0,1316,[3,9],4
1484580790.0,1317,[9,2],2
1484582336.0,1318,[1,3],1
1484584528.0,1319,[8,8],1
1484587164.0,1320,[2,1],1
1484588450.0,1321,[7,2],3
1484588510.0,1322,[5,5],3
1484592612.0,1323,[8,6],3
1484595689.0,1324,[5,1],2
1484596139.0,1325,[5,8],3
1484599289.0,1326,[5,7],4
1484602781.0,1327,[1,4],3
1484603316.0,1328,[6,3],2
1484605550.0,1329,[3,2],1
1484606526.0,1330,[2,4],4
1484610592.0,1331,[4,8],2
1484613334.0,1332,[7,1],4
1484613939.0,1333,[7,6],2
1484614747.0,1334,[4,9],3
1484616576.0,1335,[3,8],2
1484620638.0,1336,[2,9],1
1484624618.0,1337,[4,8],2
1484625295.0,1338,[4,6],4
1484627927.0,1339,[1,7],4
1484628154.0,1340,[9,6],2
1484629968.0,1341,[8,7],4
1484630930.0,1342,[7,1],2
1484631029.0,1343,[2,5],4
1484632721.0,1344,[2,4],1
1484634998.0,1345,[5,4],1
1484638540.0,1346,[2,8],1
1484639765.0,1347,[5,9],3
1484642720.0,1348,[7,5],4
1484646483.0,1349,[3,9],1
1484649771.0,1350,[5,3],3
1484650329.0,1351,[8,3],3
1484652599.0,1352,[8,4],2
1484655347.0,1353,[5,3],4
1484657432.0,1354,[2,1],1
1484657908.0,1355,[1,2],2
1484659392.0,1356,[2,5],2
1484663614.0,1357,[6,1],1
1484667363.0,1358,[7,4],4
1484668683.0,1359,[9,2],2
1484670644.0,1360,[7,5],1
1484672881.0,1361,[9,5],4
1484674280.0,1362,[6,6],3
1484675679.0,1363,[2,1],4
1484680016.0,1364,[7,3],3
1484681445.0,1365,[3,9],3
1484684503.0,1366,[3,6],3
1484684503.0,1367,[7,2],3
1484687084.0,1368,[9,7],2
1484687403.0,1369,[8,3],3
1484688490.0,1370,[5,4],3
1484692596.0,1371,[8,9],2
1484693937.0,1372,[3,6],1
1484696828.0,1373,[4,8],3
1484697470.0,1374,[9,3],3
1484701248.0,1375,[5,4],2
1484704679.0,1376,[6,8],4
1484706142.0,1377,[2,5],2
1484707921.0,1378,[3,8],4
1484708024.0,1379,[6,8],2
1484710574.0,1380,[2,5],3
1484713285.0,1381,[2,5],1
1484715625.0,1382,[4,5],2
1484716168.0,1383,[9,1],2
1484716869.0,1384,[5,7],3
1484718296.0,1385,[3,4],1
1484719590.0,1386,[7,1],2
1484722359.0,1387,[6,3],4
1484724216.0,1388,[3,6],2
1484725676.0,1389,[3,9],1
1484727581.0,1390,[5,5],4
1484730414.0,1391,[9,4],2
1484734776.0,1392,[6,4],2
1484735193.0,1393,[9,3],3
1484737551.0,1394,[1,4],3
1484739098.0,1395,[8,4],1
1484741801.0,1396,[6,1],1
1484745657.0,1397,[1,2],2
1484748275.0,1398,[9,6],4
1484748399.0,1399,[7,5],2
1484749255.0,1400,[8,8],1
1484750485.0,1401,[5,4],3
1484750726.0,1402,[9,5],4
1484754235.0,1403,[3,6],3
1484758041.0,1404,[4,9],1
1484758071.0,1405,[2,6],1
1484760097.0,1406,[2,1],2
1484763070.0,1407,[5,3],4
1484765524.0,1408,[2,7],1
1484769283.0,1409,[9,7],4
1484769789.0,1410,[1,7],3
1484769900.0,1411,[2,6],3
1484772086.0,1412,[1,6],4
1484775041.0,1413,[7,1],2
1484779080.0,1414,[2,8],1
1484781964.0,1415,[1,7],2
1484784233.0,1416,[5,3],4
1484787008.0,1417,[5,8],1
1484791096.0,1418,[5,4],2
1484791269.0,1419,[4,3],4
1484794819.0,1420,[2,4],2
1484797556.0,1421,[1,2],1
1484798104.0,1422,[5,9],2
1484800478.0,1423,[8,6],1
1484800542.0,1424,[8,6],4
1484800845.0,1425,[1,9],4
1484802247.0,1426,[3,6],4
1484803367.0,1427,[8,8],2
1484806251.0,1428,[9,4],4
1484808149.0,1429,[9,1],2
1484812207.0,1430,[6,4],4
1484812576.0,1431,[7,4],1
1484814151.0,1432,[4,6],1
1484816428.0,1433,[3,8],2
1484818353.0,1434,[4,8],1
1484821858.0,1435,[8,1],4
1484822781.0,1436,[8,2],2
1484825872.0,1437,[6,2],3
1484828653.0,1438,[3,1],3
1484829568.0,1439,[5,7],2
1484831890.0,1440,[4,3],4
1484833211.0,1441,[9,9],4
1484836340.0,1442,[6,3],4
1484840792.0,1443,[2,4],4
1484842511.0,1444,[5,8],2
1484844400.0,1445,[6,5],2
1484846863.0,1446,[4,7],1
1484849115.0,1447,[9,9],2
1484852751.0,1448,[9,4],1
1484857131.0,1449,[3,6],2
1484861517.0,1450,[2,5],3
1484865341.0,1451,[7,1],2
1484865615.0,1452,[6,7],2
1484869501.0,1453,[5,5],4
1484869932.0,1454,[1,9],2
1484872909.0,1455,[3,7],4
1484873743.0,1456,[7,3],4
1484877691.0,1457,[5,2],2
1484878666.0,1458,[4,7],3
1484880389.0,1459,[8,1],3
1484883280.0,1460,[7,2],2
1484886281.0,1461,[7,2],2
1484887983.0,1462,[9,3],2
1484891335.0,1463,[4,8],4
1484895529.0,1464,[8,6],2
1484896220.0,1465,[7,8],3
1484897422.0,1466,[8,7],4
1484901872.0,1467,[2,9],3
1484904477.0,1468,[2,8],4
1484907449.0,1469,[5,2],3
1484908746.0,1470,[3,9],2
1484912035.0,1471,[2,6],2
1484913326.0,1472,[5,3],4
1484916972.0,1473,[5,6],1
1484919877.0,1474,[5,7],3
1484919971.0,1475,[3,4],1
1484924164.0,1476,[4,3],2
1484926585.0,1477,[6,7],3
1484927326.0,1478,[1,2],3
1484927429.0,1479,[3,8],3
1484929241.0,1480,[3,7],2
1484933042.0,1481,[2,8],1
1484934406.0,1482,[4,8],3
1484935937.0,1483,[5,9],2
1484937908.0,1484,[4,7],3
1484940787.0,1485,[3,2],3
1484944348.0,1486,[5,4],4
1484947882.0,1487,[9,3],2
1484950653.0,1488,[7,1],4
1484953339.0,1489,[1,3],3
1484955064.0,1490,[3,7],4
1484956980.0,1491,[2,5],3
1484960426.0,1492,[2,4],1
1484962586.0,1493,[2,4],1
1484966059.0,1494,[3,9],1
1484970232.0,1495,[8,4],1
1484973383.0,1496,[3,7],2
1484974316.0,1497,[2,2],2
1484976393.0,1498,[8,5],3
1484980589.0,1499,[3,1],1
1484983958.0,1500,[2,2],1
1484985986.0,1501,[3,4],2
1484987540.0,1502,[4,1],3
1484990359.0,1503,[2,4],1
1484991651.0,1504,[1,5],4
1484992681.0,1505,[5,9],1
1484997037.0,1506,[5,6],1
1485001156.0,1507,[5,7],1
1485002492.0,1508,[3,8],4
1485004604.0,1509,[9,8],3
1485008415.0,1510,[6,3],2
1485010229.0,1511,[4,4],1
1485013719.0,1512,[5,5],1
1485015601.0,1513,[7,1],3
1485018139.0,1514,[1,3],3
1485022478.0,1515,[9,9],2
1485026464.0,1516,[7,7],1
1485028755.0,1517,[7,5],2
1485029093.0,1518,[4,9],3
1485029636.0,1519,[3,3],4
1485033925.0,1520,[4,8],4
1485035882.0,1521,[3,4],3
1485040281.0,1522,[2,1],1
1485042522.0,1523,[4,3],3
1485044662.0,1524,[9,5],4
1485048700.0,1525,[2,9],2
1485053068.0,1526,[6,8],4
1485056840.0,1527,[1,2],4
1485058543.0,1528,[2,3],3
1485061358.0,1529,[4,2],3
1485063349.0,1530,[9,7],2
1485063873.0,1531,[2,9],1
1485067800.0,1532,[4,9],4
1485069220.0,1533,[5,8],3
1485069762.0,1534,[2,8],2
1485073957.0,1535,[1,6],1
1485074755.0,1536,[6,1],2
1485078433.0,1537,[6,7],3
1485078435.0,1538,[8,6],2
1485080925.0,1539,[2,4],1
1485083390.0,1540,[4,4],1
1485084241.0,1541,[5,9],1
1485086167.0,1542,[6,1],4
1485089979.0,1543,[6,3],2
1485090603.0,1544,[1,3],3
1485092309.0,1545,[8,2],3
1485095836.0,1546,[1,1],3
1485099370.0,1547,[9,6],1
1485101215.0,1548,[3,7],4
1485102262.0,1549,[5,6],1
1485102930.0,1550,[4,4],1
1485106477.0,1551,[2,4],2
1485109780.0,1552,[7,8],4
1485112316.0,1553,[6,3],1
1485115914.0,1554,[5,1],2
1485116572.0,1555,[8,7],1
1485120790.0,1556,[1,6],2
1485123992.0,1557,[7,4],1
1485126955.0,1558,[6,3],2
1485129083.0,1559,[1,2],1
1485133513.0,1560,[2,5],4
1485137508.0,1561,[2,6],1
1485141348.0,1562,[7,9],2
1485144046.0,1563,[8,8],4
1485147885.0,1564,[9,9],3
1485148326.0,1565,[7,7],2
1485150732.0,1566,[6,6],4
1485154127.0,1567,[1,1],3
1485158594.0,1568,[5,8],2
1485159855.0,1569,[5,5],1
1485160047.0,1570,[2,4],3
1485161191.0,1571,[6,1],4
1485164093.0,1572,[8,4],2
1485167905.0,1573,[4,6],4
1485168042.0,1574,[4,6],3
1485171059.0,1575,[3,3],3
1485172252.0,1576,[3,8],4
1485176024.0,1577,[8,1],1
1485180265.0,1578,[4,3],1
1485184135.0,1579,[7,1],2
1485185647.0,1580,[2,7],3
1485187182.0,1581,[2,1],2
1485187274.0,1582,[3,7],3
1485188576.0,1583,[9,9],4
1485189978.0,1584,[5,3],3
1485190591.0,1585,[4,3],3
1485192288.0,1586,[8,1],3
1485193678.0,1587,[4,6],1
1485193692.0,1588,[2,3],4
1485197391.0,1589,[3,1],3
1485200105.0,1590,[1,9],1
1485200314.0,1591,[3,1],4
1485202121.0,1592,[5,6],3
1485206621.0,1593,[8,7],2
1485211091.0,1594,[7,5],3
1485212303.0,1595,[1,9],4
1485216686.0,1596,[1,6],2
1485220275.0,1597,[6,8],3
1485222829.0,1598,[4,7],1
1485223264.0,1599,[4,6],3
1485226448.0,1600,[2,2],3
1485229702.0,1601,[6,5],4
1485230398.0,1602,[6,7],1
1485230721.0,1603,[1,2],1
1485233697.0,1604,[1,7],4
1485237994.0,1605,[4,8],1
1485238303.0,1606,[2,9],2
1485239240.0,1607,[1,6],3
1485240113.0,1608,[5,7],3
1485241766.0,1609,[4,2],2
1485243741.0,1610,[3,4],4
1485245011.0,1611,[1,2],4
1485246114.0,1612,[3,3],3
1485247378.0,1613,[6,4],1
1485247677.0,1614,[1,4],2
1485249374.0,1615,[6,3],3
1485252550.0,1616,[5,4],4
1485255183.0,1617,[8,4],1
1485259024.0,1618,[9,3],1
1485260004.0,1619,[5,4],1
1485262216.0,1620,[7,2],3
1485263503.0,1621,[3,8],2
1485267663.0,1622,[7,7],2
1485270696.0,1623,[7,6],3
1485270988.0,1624,[5,8],3
1485275107.0,1625,[6,7],3
1485278710.0,1626,[1,6],2
1485282503.0,1627,[3,5],4
1485282929.0,1628,[3,2],1
1485285536.0,1629,[9,3],1
1485285891.0,1630,[3,5],3
1485288982.0,1631,[9,6],1
1485289072.0,1632,[2,6],3
1485291814.0,1633,[9,5],4
1485293330.0,1634,[1,6],2
1485295002.0,1635,[6,1],4
1485295477.0,1636,[1,3],1
1485296562.0,1637,[5,3],1
1485297864.0,1638,[5,5],1
1485297916.0,1639,[7,8],4
1485301643.0,1640,[1,3],3
1485303515.0,1641,[3,1],1
1485306006.0,1642,[9,1],2
1485308882.0,1643,[3,3],1
1485310082.0,1644,[2,8],4
1485312593.0,1645,[4,5],3
1485316436.0,1646,[3,7],4
1485319488.0,1647,[9,1],4
1485319865.0,1648,[4,1],3
1485323385.0,1649,[8,5],1
1485327630.0,1650,[2,4],2
1485329345.0,1651,[6,6],2
1485329347.0,1652,[3,3],2
1485332536.0,1653,[1,2],3
1485336031.0,1654,[5,2],3
1485336189.0,1655,[2,6],4
1485337097.0,1656,[7,2],4
1485337197.0,1657,[8,8],1
1485340738.0,1658,[9,4],2
1485342327.0,1659,[8,5],4
1485343743.0,1660,[4,1],2
1485347681.0,1661,[1,2],2
1485349987.0,1662,[4,2],3
1485352351.0,1663,[4,7],2
1485354441.0,1664,[7,9],2
1485355319.0,1665,[8,7],1
1485356912.0,1666,[4,7],2
1485357796.0,1667,[7,8],3
1485360862.0,1668,[2,2],1
1485361837.0,1669,[3,8],1
1485364280.0,1670,[5,9],1
1485366115.0,1671,[5,3],2
1485370420.0,1672,[7,8],4
1485372260.0,1673,[7,1],4
1485375507.0,1674,[6,6],3
1485376256.0,1675,[6,4],4
1485377531.0,1676,[1,4],2
1485378615.0,1677,[2,3],1
1485379155.0,1678,[9,3],3
1485382968.0,1679,[1,3],2
1485383811.0,1680,[3,4],4
1485384503.0,1681,[3,5],4
1485384827.0,1682,[1,9],2
1485388492.0,1683,[6,4],4
1485388725.0,1684,[7,9],2
1485391311.0,1685,[9,2],2
1485393014.0,1686,[6,9],1
1485393523.0,1687,[6,7],4
1485395721.0,1688,[5,1],1
1485398073.0,1689,[6,5],4
1485399582.0,1690,[2,6],1
1485403165.0,1691,[9,4],2
1485404034.0,1692,[6,4],3
1485406869.0,1693,[7,7],1
1485408232.0,1694,[8,1],2
1485411226.0,1695,[4,1],4
1485415218.0,1696,[9,6],1
1485417768.0,1697,[2,3],3
1485418575.0,1698,[6,7],4
1485422075.0,1699,[6,3],3
1485425334.0,1700,[4,4],1
1485429237.0,1701,[2,7],4
1485433188.0,1702,[7,2],3
1485436593.0,1703,[4,7],3
1485438560.0,1704,[5,2],4
1485440008.0,1705,[7,5],2
1485444271.0,1706,[4,1],3
1485447956.0,1707,[5,3],3
1485450184.0,1708,[8,4],1
1485454352.0,1709,[8,5],3
1485457019.0,1710,[1,6],2
1485460330.0,1711,[2,6],1
1485462941.0,1712,[6,8],2
1485463263.0,1713,[8,8],2
1485467110.0,1714,[9,2],2
1485470121.0,1715,[5,5],1
1485473499.0,1716,[5,1],4
1485475917.0,1717,[7,4],1
1485480157.0,1718,[8,8],2
1485480250.0,1719,[3,5],4
1485482456.0,1720,[3,1],4
1485485171.0,1721,[4,8],2
1485485256.0,1722,[6,9],2
1485487628.0,1723,[9,4],3
1485489672.0,1724,[9,7],2
1485492386.0,1725,[9,8],1
1485492656.0,1726,[2,1],2
1485493809.0,1727,[8,6],3
1485496055.0,1728,[2,6],3
1485498307.0,1729,[3,5],2
1485502296.0,1730,[1,9],1
1485506191.0,1731,[7,5],4
1485506455.0,1732,[7,5],1
1485509844.0,1733,[2,6],3
1485513124.0,1734,[2,3],1
1485514089.0,1735,[6,9],3
1485515338.0,1736,[3,9],4
1485518375.0,1737,[3,7],4
1485518840.0,1738,[3,4],1
1485521095.0,1739,[8,7],4
1485521280.0,1740,[2,1],2
1485521901.0,1741,[8,2],1
1485522833.0,1742,[2,9],4
1485523554.0,1743,[9,9],4
1485524148.0,1744,[2,3],1
1485528589.0,1745,[5,2],2
1485532607.0,1746,[4,3],1
1485536328.0,1747,[9,8],3
1485538155.0,1748,[5,3],3
1485541167.0,1749,[9,2],2
1485543265.0,1750,[1,3],4
1485544711.0,1751,[6,6],2
1485545153.0,1752,[9,1],2
1485548184.0,1753,[9,8],1
1485552005.0,1754,[5,4],4
1485552363.0,1755,[6,8],4
1485555861.0,1756,[4,9],4
1485558721.0,1757,[1,4],1
1485561948.0,1758,[5,6],1
1485565925.0,1759,[4,6],4
1485567941.0,1760,[2,4],2
1485569127.0,1761,[3,8],1
1485571003.0,1762,[4,3],2
1485572289.0,1763,[4,8],3
1485573751.0,1764,[9,9],2
1485577380.0,1765,[3,2],3
1485579949.0,1766,[3,7],1
1485584059.0,1767,[8,9],1
1485586027.0,1768,[4,6],3
1485586496.0,1769,[9,4],2
1485588631.0,1770,[5,1],1
1485590871.0,1771,[7,7],3
1485595247.0,1772,[8,1],4
1485598641.0,1773,[3,1],4
1485602715.0,1774,[5,9],1
1485605725.0,1775,[9,7],2
1485606481.0,1776,[3,4],3
1485608524.0,1777,[7,1],3
1485609240.0,1778,[4,8],4
1485611653.0,1779,[3,5],3
1485612624.0,1780,[9,3],1
1485616964.0,1781,[1,7],4
1485620193.0,1782,[7,8],1
1485622700.0,1783,[6,1],1
1485627113.0,1784,[8,1],2
1485627150.0,1785,[9,9],3
1485628684.0,1786,[7,3],4
1485632090.0,1787,[6,2],4
1485634756.0,1788,[2,2],2
1485635086.0,1789,[1,8],4
1485637399.0,1790,[6,9],4
1485641803.0,1791,[3,8],3
1485646064.0,1792,[4,6],1
1485648401.0,1793,[2,8],1
1485648694.0,1794,[6,8],2
1485649411.0,1795,[4,2],3
1485651617.0,1796,[2,1],1
1485655012.0,1797,[6,9],1
1485655470.0,1798,[7,6],2
1485655591.0,1799,[9,4],3
1485657070.0,1800,[9,2],3
1485657902.0,1801,[2,9],4
1485662087.0,1802,[8,8],2
1485665776.0,1803,[5,1],2
1485666931.0,1804,[1,1],3
1485669246.0,1805,[1,1],1
1485671858.0,1806,[6,3],3
1485674086.0,1807,[8,9],1
1485677905.0,1808,[6,4],3
1485679897.0,1809,[1,3],1
1485682274.0,1810,[1,8],3
1485683501.0,1811,[5,7],4
1485687608.0,1812,[7,6],1
1485690558.0,1813,[9,5],3
1485690645.0,1814,[4,7],1
1485691151.0,1815,[5,6],1
1485692679.0,1816,[2,9],3
1485692785.0,1817,[8,4],2
1485696771.0,1818,[2,3],4
1485699706.0,1819,[2,1],4
1485700297.0,1820,[4,1],1
1485701737.0,1821,[7,3],1
1485703175.0,1822,[8,4],2
1485705120.0,1823,[5,5],1
1485708966.0,1824,[4,4],4
1485712346.0,1825,[4,6],3
1485713914.0,1826,[8,9],4
1485715961.0,1827,[7,4],2
1485716204.0,1828,[2,6],3
1485716341.0,1829,[8,9],4
1485719311.0,1830,[5,2],3
1485720458.0,1831,[8,3],4
1485723399.0,1832,[8,4],1
1485725971.0,1833,[1,9],3
1485726757.0,1834,[2,1],1
1485728197.0,1835,[6,1],3
1485728593.0,1836,[9,8],2
1485731458.0,1837,[6,2],3
1485732671.0,1838,[3,5],3
1485737064.0,1839,[5,6],2
1485739616.0,1840,[8,3],3
1485739836.0,1841,[7,8],1
1485742287.0,1842,[7,7],1
1485742629.0,1843,[9,5],1
1485747085.0,1844,[6,9],4
1485750187.0,1845,[3,3],4
1485750408.0,1846,[1,8],3
1485752111.0,1847,[3,5],3
1485754021.0,1848,[9,8],2
1485758146.0,1849,[3,4],2
1485758385.0,1850,[3,6],4
1485762160.0,1851,[4,8],4
1485765213.0,1852,[6,3],3
1485768645.0,1853,[2,8],1
1485770709.0,1854,[8,6],3
1485775064.0,1855,[1,8],2
1485779158.0,1856,[6,7],4
1485783085.0,1857,[9,3],3
1485783950.0,1858,[3,2],2
1485784443.0,1859,[8,6],1
1485787407.0,1860,[5,3],3
1485789666.0,1861,[7,7],4
1485793950.0,1862,[4,3],2
1485796257.0,1863,[2,7],1
1485798691.0,1864,[2,1],1
1485801869.0,1865,[3,9],4
1485803448.0,1866,[2,2],1
1485807466.0,1867,[3,4],2
1485807585.0,1868,[2,4],2
1485811857.0,1869,[7,1],1
1485813424.0,1870,[8,5],3
1485815332.0,1871,[5,9],1
1485818008.0,1872,[9,9],4
1485819169.0,1873,[3,3],1
1485823428.0,1874,[5,1],4
1485824824.0,1875,[4,9],2
1485827024.0,1876,[6,6],4
1485830319.0,1877,[3,7],3
1485833155.0,1878,[2,2],1
1485834481.0,1879,[6,6],1
1485838621.0,1880,[7,1],3
1485840215.0,1881,[4,7],4
1485843147.0,1882,[3,4],3
1485844474.0,1883,[1,7],3
1485848452.0,1884,[9,9],3
1485851306.0,1885,[5,5],1
1485854254.0,1886,[2,6],3
1485856754.0,1887,[6,9],4
1485856871.0,1888,[5,2],2
1485859311.0,1889,[4,9],1
1485861381.0,1890,[9,9],2
1485861720.0,1891,[5,6],4
1485865302.0,1892,[1,7],2
1485866434.0,1893,[3,1],2
1485869437.0,1894,[8,8],4
1485871083.0,1895,[9,7],2
1485874008.0,1896,[6,4],1
1485876192.0,1897,[8,3],4
1485879292.0,1898,[3,6],3
1485880796.0,1899,[6,5],1
1485881407.0,1900,[6,4],2
1485885334.0,1901,[7,1],1
1485886300.0,1902,[6,1],2
1485888933.0,1903,[4,5],4
1485889967.0,1904,[9,6],1
1485892267.0,1905,[4,3],4
1485894106.0,1906,[1,8],4
1485894668.0,1907,[5,8],4
1485898276.0,1908,[8,7],2
1485899887.0,1909,[7,1],3
1485900995.0,1910,[9,3],2
1485904353.0,1911,[4,5],3
1485905535.0,1912,[6,4],2
1485907743.0,1913,[4,2],1
1485908993.0,1914,[7,1],4
1485910027.0,1915,[6,9],2
1485910374.0,1916,[5,6],1
1485913725.0,1917,[7,7],1
1485916989.0,1918,[5,2],3
1485921387.0,1919,[7,3],2
1485925763.0,1920,[3,1],4
1485929002.0,1921,[1,1],3
1485929530.0,1922,[8,8],4
1485930926.0,1923,[2,8],2
1485933901.0,1924,[1,5],1
1485937836.0,1925,[9,1],3
1485939989.0,1926,[8,2],4
1485943750.0,1927,[7,9],2
1485945280.0,1928,[3,1],4
